Kod_stacji,Nazwa_stacji,Miesiac,Absolutna_temperatura_maksymalna,Srednia_temperatura_maksymalna,Absolutna_temperatura_minimalna,Srednia_temperatura_minimalna,Srednia_temperatura_miesieczna,Minimalna_temperatura_przy_gruncie,Miesieczna_suma_opadow,Maksymalna_dobowa_suma_opadow,Miesieczna_suma_uslonecznienia,Liczba_dni_z_opadem_deszczu,Srednia_miesieczna_predkosc_wiatru,Srednie_miesieczne_cisnienie_na_poziomie_stacji,Srednia_miesieczna_wilgotnosc_wzgledna
350200575,TARN�W,8,32.8,27.1,8.5,15.8,20.7,8.1,128.6,28.6,224.0,15,0.0,989.8,76.9
350200575,TARN�W,9,29.9,24.3,8.6,12.7,17.9,7.6,90.3,20.8,208.5,10,1.1,995.4,80.0
350200575,TARN�W,10,0.0,0.0,0.0,0.0,12.6,0.0,46.8,12.7,0.0,15,0.0,0.0,79.2
350200575,TARN�W,11,16.0,8.3,-9.2,1.8,5.1,-13.8,64.9,15.7,53.7,16,1.6,982.6,83.1
350200575,TARN�W,12,13.2,5.4,-10.6,-0.4,2.5,-13.7,0.0,0.0,56.0,0,1.7,988.2,82.2
350210585,SANDOMIERZ,1,12.9,4.5,-2.7,0.9,2.4,-3.4,60.9,14.9,29.8,16,3.2,990.1,89.9
350210585,SANDOMIERZ,2,9.9,3.9,-10.5,-1.5,1.0,-13.1,36.0,10.4,92.7,12,3.8,995.6,80.3
350210585,SANDOMIERZ,3,19.7,9.8,-5.0,0.8,4.9,-6.1,31.5,5.7,135.2,14,3.5,984.5,72.5
350210585,SANDOMIERZ,4,21.8,13.0,-4.1,4.2,8.3,-4.9,45.1,10.8,170.6,12,3.1,988.9,72.3
350210585,SANDOMIERZ,5,23.9,18.6,1.5,7.9,13.2,-0.5,70.0,32.4,269.3,10,2.8,994.6,66.8
350210585,SANDOMIERZ,6,28.8,22.9,4.7,12.4,17.6,3.8,36.7,13.2,254.1,14,2.4,990.6,72.4
350210585,SANDOMIERZ,7,32.4,26.0,11.3,14.9,20.2,10.2,140.2,60.6,299.4,14,2.5,987.5,71.5
350210585,SANDOMIERZ,8,32.0,26.0,10.4,16.2,20.5,8.5,88.8,25.2,241.6,15,2.3,988.5,78.4
350210585,SANDOMIERZ,9,28.2,23.6,9.0,13.2,18.0,8.0,32.6,16.3,262.5,7,2.2,994.3,78.7
350210585,SANDOMIERZ,10,23.1,16.2,-0.8,7.6,11.3,-3.0,66.5,18.8,140.3,18,3.0,986.6,85.4
350210585,SANDOMIERZ,11,15.0,7.1,-10.8,0.9,3.8,-18.1,55.2,7.8,71.8,16,3.4,980.8,87.3
350210585,SANDOMIERZ,12,11.7,3.6,-10.2,-0.9,1.3,-13.9,29.0,10.5,45.5,12,3.6,986.2,0.0
350220580,RZESZ�W-JASIONKA,1,15.3,5.2,-2.7,1.2,3.1,-6.8,79.8,11.2,0.0,13,4.0,990.7,89.0
350220580,RZESZ�W-JASIONKA,2,11.6,4.5,-11.3,-1.5,1.5,-12.6,45.9,10.4,0.0,7,5.0,996.3,79.2
350220580,RZESZ�W-JASIONKA,3,19.6,10.7,-6.7,0.9,5.5,-9.0,52.1,17.4,0.0,9,4.5,985.2,70.7
350220580,RZESZ�W-JASIONKA,4,22.2,13.3,-3.0,3.4,8.3,-4.5,45.4,11.2,0.0,11,3.3,989.0,74.0
350220580,RZESZ�W-JASIONKA,5,24.2,18.9,-0.6,7.1,13.2,-2.0,46.6,14.8,0.0,9,3.4,994.6,71.0
350220580,RZESZ�W-JASIONKA,6,28.7,23.1,3.8,12.0,17.4,1.7,51.2,11.0,0.0,14,2.9,990.8,76.8
350220580,RZESZ�W-JASIONKA,7,34.0,27.0,11.0,14.6,20.7,10.0,63.4,22.0,0.0,12,3.1,988.1,70.5
350220580,RZESZ�W-JASIONKA,8,32.3,27.2,9.0,15.7,20.8,7.5,70.7,12.8,0.0,13,2.6,989.0,77.3
350220580,RZESZ�W-JASIONKA,9,29.4,24.2,7.9,12.1,17.7,5.0,48.4,10.7,0.0,11,2.6,994.7,79.4
350220580,RZESZ�W-JASIONKA,10,23.2,17.0,-2.2,7.8,12.1,-4.0,81.2,35.1,0.0,14,4.0,987.5,79.4
350220580,RZESZ�W-JASIONKA,11,16.4,7.5,-13.2,1.3,4.5,-15.0,69.5,8.3,0.0,13,4.1,981.6,83.5
350220580,RZESZ�W-JASIONKA,12,12.5,4.0,-9.3,-0.5,1.8,-11.3,60.5,20.4,0.0,8,5.0,987.1,83.3
350230595,ZAMO��,1,13.7,4.7,-2.4,0.9,2.4,-3.1,64.4,12.4,0.0,12,4.2,989.8,87.3
350230595,ZAMO��,2,8.6,3.1,-12.8,-2.3,0.5,-18.0,29.2,8.2,0.0,7,5.5,994.6,78.9
350230595,ZAMO��,3,18.4,9.6,-6.2,0.5,4.7,-7.7,44.1,14.3,0.0,12,4.8,983.9,72.7
350230595,ZAMO��,4,20.6,12.6,-3.6,3.4,7.8,-5.4,45.7,16.4,0.0,13,3.6,988.4,75.6
350230595,ZAMO��,5,23.8,18.3,-1.3,6.0,12.4,-2.6,61.6,43.1,0.0,9,3.3,994.4,69.6
350230595,ZAMO��,6,28.0,22.1,2.3,11.2,16.7,1.1,81.2,21.3,0.0,15,2.9,990.1,76.0
350230595,ZAMO��,7,33.2,26.0,9.9,13.7,19.8,8.8,108.3,33.5,0.0,13,3.3,987.0,71.3
350230595,ZAMO��,8,31.8,27.2,8.5,15.2,20.7,7.3,57.0,13.7,0.0,11,2.9,988.3,74.4
350230595,ZAMO��,9,28.9,23.8,6.1,11.5,17.2,4.7,25.2,7.0,0.0,13,2.4,994.2,79.1
350230595,ZAMO��,10,23.3,16.3,-2.5,7.5,11.5,-5.0,79.1,39.1,0.0,16,4.5,986.3,81.2
350230595,ZAMO��,11,16.0,6.9,-9.7,1.1,3.8,-15.4,46.8,8.8,0.0,10,4.4,980.5,84.9
350230595,ZAMO��,12,10.4,2.9,-16.6,-1.4,1.0,-20.0,47.0,16.2,0.0,11,5.6,985.6,87.0
351150400,ZIELONA G�RA,1,16.1,4.9,-4.3,1.3,3.0,-8.2,59.7,10.8,29.6,11,3.2,991.9,90.1
351150400,ZIELONA G�RA,2,11.4,5.9,-6.2,-0.2,2.3,-9.6,48.9,15.1,94.0,10,3.2,1000.1,82.4
351150400,ZIELONA G�RA,3,17.1,9.3,-3.3,2.0,5.0,-6.5,53.6,11.0,107.3,10,3.2,986.4,78.3
351150400,ZIELONA G�RA,4,20.2,11.8,-3.2,4.3,7.7,-4.7,50.6,11.2,138.3,15,2.5,993.4,73.5
351150400,ZIELONA G�RA,5,25.4,18.5,3.4,8.8,13.6,2.1,29.3,10.0,309.1,6,2.7,997.8,58.3
351150400,ZIELONA G�RA,6,30.5,24.4,6.7,14.3,19.0,6.0,48.3,27.4,258.0,8,2.3,994.3,58.9
351150400,ZIELONA G�RA,7,33.8,26.0,10.2,15.3,20.4,9.3,53.3,17.6,288.9,15,2.6,990.0,57.7
351150400,ZIELONA G�RA,8,32.7,24.2,10.3,15.8,19.6,9.8,114.6,23.2,224.4,14,2.3,990.8,73.3
351150400,ZIELONA G�RA,9,29.5,24.0,9.0,13.9,18.7,8.4,28.4,16.4,277.8,5,2.1,996.0,70.0
351150400,ZIELONA G�RA,10,26.4,15.1,3.1,8.6,11.5,-1.4,86.8,16.8,92.4,22,2.6,988.2,85.0
351150400,ZIELONA G�RA,11,14.5,7.7,-5.5,2.4,4.7,-9.8,69.7,17.7,69.7,15,2.8,982.5,88.6
351150400,ZIELONA G�RA,12,10.6,4.8,-7.6,0.9,2.7,-12.9,90.0,12.7,27.9,13,3.5,988.0,90.7
351160415,LEGNICA,1,18.4,6.5,-3.4,1.6,4.2,-5.4,21.9,4.6,47.3,15,0.0,1000.9,82.8
351160415,LEGNICA,2,13.3,6.6,-8.0,0.3,3.2,-9.6,34.0,10.5,85.0,11,0.0,1008.9,79.2
351160415,LEGNICA,3,19.2,10.7,-5.9,2.2,6.0,-7.8,34.8,10.0,130.3,15,0.0,995.3,72.7
351160415,LEGNICA,4,20.5,12.5,-4.1,3.8,7.9,-7.0,35.8,8.5,148.1,12,0.0,1001.5,74.2
351160415,LEGNICA,5,25.4,18.5,0.4,6.4,12.9,-1.8,35.3,13.7,291.0,6,2.6,1005.8,68.3
351160415,LEGNICA,6,30.7,24.5,2.6,11.2,18.1,0.4,57.6,17.8,276.0,13,2.2,1002.1,68.6
351160415,LEGNICA,7,34.4,27.2,9.6,13.9,20.6,7.4,41.8,12.1,291.0,15,2.7,998.2,61.6
351160415,LEGNICA,8,33.6,25.6,9.1,15.3,20.1,7.4,135.1,34.2,223.4,20,2.6,998.9,72.8
351160415,LEGNICA,9,30.4,25.0,7.8,12.0,18.2,5.6,13.5,4.0,278.8,5,2.2,1004.1,74.0
351160415,LEGNICA,10,29.3,17.1,-0.8,8.8,12.6,-3.4,53.1,10.3,127.4,20,3.0,996.8,79.5
351160415,LEGNICA,11,15.7,9.1,-10.0,2.9,5.8,-14.7,66.9,18.5,75.1,15,0.0,991.4,80.8
351160415,LEGNICA,12,12.6,6.4,-12.1,0.5,3.5,-19.2,46.4,9.1,55.5,18,0.0,997.1,82.3
351160418,LESZNO,1,16.9,5.7,-4.7,1.2,3.4,-7.0,37.8,6.2,35.5,12,3.6,1004.4,86.1
351160418,LESZNO,2,12.0,5.9,-9.0,-0.5,2.5,-11.8,43.8,15.6,87.0,10,4.1,1012.3,80.3
351160418,LESZNO,3,0.0,0.0,0.0,0.0,5.0,0.0,36.0,6.4,0.0,15,0.0,0.0,77.4
351160418,LESZNO,4,20.5,12.7,-5.2,3.1,7.7,-9.0,31.2,6.6,145.5,14,3.2,1005.4,75.8
351160418,LESZNO,5,24.5,18.7,0.8,6.9,13.2,-3.4,23.8,9.3,295.5,7,3.3,1009.9,64.1
351160418,LESZNO,6,31.2,24.8,2.7,11.0,18.3,-0.7,62.6,27.8,275.7,8,2.7,1005.8,64.0
351160418,LESZNO,7,34.5,26.9,7.1,12.9,20.1,5.2,36.4,9.1,283.8,15,2.8,1001.6,62.4
351160418,LESZNO,8,33.3,24.9,8.3,15.0,19.7,5.9,145.9,39.7,222.9,18,2.6,1002.4,75.7
351160418,LESZNO,9,30.1,24.7,5.3,11.4,17.9,2.7,11.6,6.0,284.7,3,2.2,1007.8,74.3
351160418,LESZNO,10,27.7,15.8,-1.4,7.8,11.5,-4.7,101.3,29.2,89.3,21,2.9,1000.2,84.4
351160418,LESZNO,11,15.4,8.4,-6.3,2.6,5.2,-9.7,70.2,24.6,76.9,18,3.5,994.7,85.0
351160418,LESZNO,12,11.6,5.1,-12.3,0.6,2.9,-17.1,70.9,10.2,33.7,17,4.1,1000.4,86.9
351160424,WROC�AW-STRACHOWICE,1,18.0,6.7,-5.6,1.4,4.0,-7.7,23.8,3.5,58.0,10,3.6,1001.5,85.6
351160424,WROC�AW-STRACHOWICE,2,13.3,6.7,-9.6,-0.4,2.9,-11.5,33.7,10.2,74.0,8,3.8,1009.2,80.5
351160424,WROC�AW-STRACHOWICE,3,19.2,11.1,-6.8,1.8,6.0,-9.3,28.7,8.1,134.4,12,3.7,995.9,74.6
351160424,WROC�AW-STRACHOWICE,4,21.2,13.0,-4.7,3.8,8.3,-7.8,39.8,11.6,161.9,12,2.8,1001.8,74.6
351160424,WROC�AW-STRACHOWICE,5,26.1,19.5,0.0,7.6,13.9,-3.1,24.3,7.8,281.3,6,3.1,1006.1,63.7
351160424,WROC�AW-STRACHOWICE,6,32.2,25.6,5.0,12.3,19.1,0.9,71.8,25.6,278.6,13,2.7,1002.4,64.9
351160424,WROC�AW-STRACHOWICE,7,34.4,27.6,10.1,14.5,21.1,7.0,41.9,8.0,279.2,14,2.8,998.7,62.6
351160424,WROC�AW-STRACHOWICE,8,33.2,25.8,9.1,15.6,20.5,6.3,168.1,48.4,229.1,17,0.0,999.4,74.5
351160424,WROC�AW-STRACHOWICE,9,30.4,25.1,8.4,12.4,18.5,5.2,14.0,5.9,0.0,5,2.2,1004.8,75.3
351160424,WROC�AW-STRACHOWICE,10,27.8,17.3,-1.4,8.5,12.5,-4.0,56.7,13.4,120.2,19,3.0,997.4,82.5
351160424,WROC�AW-STRACHOWICE,11,16.5,9.1,-7.4,2.6,5.6,-10.5,86.8,23.2,79.7,13,3.5,992.0,84.1
351160424,WROC�AW-STRACHOWICE,12,12.4,6.0,-13.0,0.3,3.3,-20.1,53.1,7.0,53.8,12,4.0,997.8,86.0
351180435,KALISZ,1,16.4,5.2,-3.4,1.7,3.3,-6.5,26.7,6.6,43.7,11,4.1,998.6,0.0
351180435,KALISZ,2,10.9,4.7,-5.8,-0.3,1.9,-8.2,27.1,9.4,57.3,7,4.5,1005.9,87.8
351180435,KALISZ,3,17.8,9.3,-4.9,1.5,4.9,-9.7,28.0,5.5,85.7,12,4.2,993.0,0.0
351180435,KALISZ,4,22.3,12.9,-3.2,4.3,8.1,-6.0,27.1,5.6,128.2,13,3.5,999.4,0.0
351180435,KALISZ,5,24.4,18.7,2.2,8.3,13.5,-3.0,31.1,14.5,277.9,4,3.4,1004.3,0.0
351180435,KALISZ,6,31.3,24.8,2.8,13.0,18.8,-1.4,30.5,11.3,277.1,13,3.0,1000.2,0.0
351180435,KALISZ,7,33.4,27.1,8.8,14.9,20.9,5.7,47.9,12.5,250.2,14,3.2,996.2,0.0
351180435,KALISZ,8,33.8,25.3,10.4,15.9,20.2,7.9,59.7,15.8,212.8,18,3.2,996.9,0.0
351180435,KALISZ,9,30.1,25.0,9.1,13.6,19.1,6.6,18.9,8.9,261.5,4,2.8,1002.7,0.0
351180435,KALISZ,10,27.9,15.7,-0.2,8.0,11.4,-3.7,55.3,14.2,80.7,17,3.8,994.8,0.0
351180435,KALISZ,11,15.8,7.6,-5.3,2.3,4.7,-8.0,64.0,25.9,59.5,14,4.1,989.2,87.6
351180435,KALISZ,12,10.6,4.5,-7.5,0.5,2.4,-9.0,43.0,9.0,26.0,9,4.9,994.6,88.9
351180455,WIELU�,1,16.3,5.5,-3.8,1.5,3.3,-7.0,27.0,3.7,36.8,9,2.6,991.7,87.8
351180455,WIELU�,2,10.4,4.8,-7.9,-0.5,1.8,-11.7,46.0,16.2,54.7,10,3.0,998.7,82.9
351180455,WIELU�,3,19.6,10.0,-6.0,1.3,5.1,-9.0,21.0,4.3,102.2,11,2.7,986.1,76.1
351180455,WIELU�,4,23.2,13.0,-5.0,3.6,7.9,-8.4,30.4,5.0,120.8,12,2.5,991.8,74.3
351180455,WIELU�,5,24.9,18.8,0.2,7.5,13.1,-3.9,24.3,10.1,268.9,7,2.4,996.8,62.7
351180455,WIELU�,6,31.7,24.6,4.0,12.1,18.3,-0.7,48.4,13.5,275.0,12,0.0,993.0,62.8
351180455,WIELU�,7,33.0,26.7,8.5,14.2,20.2,6.8,55.6,14.2,256.2,13,2.0,989.5,62.7
351180455,WIELU�,8,32.9,25.6,10.3,15.6,20.1,6.9,78.9,31.1,214.8,18,1.9,990.1,71.4
351180455,WIELU�,9,31.2,24.7,8.7,12.8,18.4,4.8,15.5,6.8,255.3,7,1.9,995.8,70.0
351180455,WIELU�,10,26.6,15.9,0.0,8.2,11.5,-4.2,74.9,14.1,94.6,18,2.3,988.1,84.9
351180455,WIELU�,11,16.7,7.6,-6.5,2.1,4.6,-11.2,46.6,10.3,65.0,13,2.7,982.4,86.2
351180455,WIELU�,12,10.6,4.7,-9.6,0.1,2.2,-13.4,43.0,9.0,23.3,9,3.2,987.9,86.3
351190465,��D�-LUBLINEK,1,16.6,5.2,-4.4,1.1,3.2,-7.1,35.2,7.5,40.3,12,3.2,993.7,87.5
351190465,��D�-LUBLINEK,2,10.5,4.3,-12.3,-1.7,1.2,-15.4,58.8,11.5,60.7,7,3.9,1000.3,81.4
351190465,��D�-LUBLINEK,3,19.6,9.3,-10.6,-0.9,4.1,-15.9,42.7,8.4,109.1,11,3.2,988.1,76.7
351190465,��D�-LUBLINEK,4,22.8,13.2,-7.1,3.0,8.0,-10.3,55.4,10.2,165.1,12,3.0,994.1,73.3
351190465,��D�-LUBLINEK,5,23.7,18.8,-1.8,6.8,13.1,-5.7,22.3,10.2,295.8,7,3.3,999.5,61.1
351190465,��D�-LUBLINEK,6,31.0,24.5,2.7,10.7,17.9,-1.2,15.1,5.8,291.1,10,3.0,995.2,63.7
351190465,��D�-LUBLINEK,7,31.9,26.4,7.4,12.9,19.7,3.9,51.3,15.8,277.7,12,2.5,991.4,65.0
351190465,��D�-LUBLINEK,8,33.9,25.5,6.4,14.7,19.7,4.1,100.1,47.5,226.6,21,2.4,992.2,74.6
351190465,��D�-LUBLINEK,9,29.7,24.0,6.9,10.7,17.1,3.0,13.8,5.9,265.8,7,1.9,998.1,76.9
351190465,��D�-LUBLINEK,10,26.5,15.3,-3.5,6.3,10.6,-6.8,125.5,39.6,99.8,20,3.0,990.0,85.4
351190465,��D�-LUBLINEK,11,15.9,6.9,-7.6,0.8,4.0,-9.8,65.0,11.2,51.1,12,3.2,984.4,86.3
351190465,��D�-LUBLINEK,12,10.1,4.1,-9.7,-0.4,1.9,-15.9,58.3,11.2,21.2,11,4.4,989.6,87.2
351190469,SULEJ�W,1,16.0,4.8,-3.1,1.0,2.8,-4.4,33.1,10.2,36.0,10,3.5,992.9,88.6
351190469,SULEJ�W,2,9.6,4.0,-11.1,-1.6,1.0,-14.6,38.1,9.8,71.1,8,4.1,999.2,81.7
351190469,SULEJ�W,3,18.4,9.2,-7.0,0.2,4.2,-8.8,25.2,5.8,120.6,9,3.8,987.2,77.4
351190469,SULEJ�W,4,22.1,12.8,-5.7,3.2,7.8,-7.2,56.3,23.0,174.5,12,2.9,992.8,75.3
351190469,SULEJ�W,5,23.2,18.2,-1.0,6.3,12.5,-4.6,41.1,11.6,294.9,7,2.8,998.2,67.3
351190469,SULEJ�W,6,30.7,23.9,2.3,10.8,17.4,-0.7,46.4,24.6,297.6,11,2.5,994.0,70.0
351190469,SULEJ�W,7,33.2,26.5,9.2,13.4,19.7,7.1,49.8,11.3,280.6,16,2.5,990.5,68.5
351190469,SULEJ�W,8,33.1,26.0,7.8,14.9,20.0,6.5,88.8,16.2,226.5,16,2.6,991.3,75.6
351190469,SULEJ�W,9,30.3,24.3,5.2,11.6,17.5,3.2,10.3,3.6,265.9,4,2.1,997.2,77.0
351190469,SULEJ�W,10,26.4,15.5,-1.9,7.1,10.9,-3.9,56.9,9.8,113.5,16,3.4,989.2,85.2
351190469,SULEJ�W,11,15.6,6.9,-7.9,0.8,3.9,-9.0,42.1,8.3,54.2,12,3.8,983.5,86.8
351190469,SULEJ�W,12,10.7,3.9,-11.5,-0.6,1.7,-16.8,46.2,10.9,30.0,12,4.6,988.8,87.3
351210488,KOZIENICE,1,18.0,5.2,-4.0,1.2,3.1,-5.9,62.0,8.7,21.9,12,2.4,1000.7,89.0
351210488,KOZIENICE,2,9.7,4.3,-11.9,-1.6,1.4,-15.5,31.5,7.6,72.0,7,3.1,1006.2,80.2
351210488,KOZIENICE,3,20.6,9.9,-7.0,-0.1,4.6,-14.2,38.4,7.4,122.4,10,2.7,994.8,74.8
351210488,KOZIENICE,4,23.2,14.1,-6.8,2.9,8.5,-8.0,35.6,9.8,179.9,11,2.4,1000.3,72.9
351210488,KOZIENICE,5,25.4,19.1,-2.5,5.3,12.6,-3.2,51.9,17.7,304.6,8,2.2,1006.0,66.9
351210488,KOZIENICE,6,29.5,24.3,0.3,10.2,17.5,-0.9,25.1,7.6,289.6,12,1.9,1001.3,69.9
351210488,KOZIENICE,7,34.9,26.9,7.1,13.1,20.1,6.2,56.7,26.3,282.2,14,2.1,997.6,66.5
351210488,KOZIENICE,8,34.3,27.0,6.8,15.0,20.5,6.5,76.2,18.2,244.4,17,1.8,998.7,74.6
351210488,KOZIENICE,9,30.5,24.7,4.2,10.7,17.3,2.8,12.6,6.4,0.0,6,1.6,1005.0,78.1
351210488,KOZIENICE,10,26.3,16.2,-3.7,6.8,11.1,-5.5,54.8,13.4,113.4,17,2.3,996.9,83.6
351210488,KOZIENICE,11,15.2,6.9,-10.8,0.8,3.9,-16.3,42.0,6.2,56.3,11,2.7,991.4,85.6
351210488,KOZIENICE,12,11.1,4.1,-12.4,-1.1,1.8,-18.3,42.4,9.3,20.8,11,3.0,996.6,86.9
351220495,LUBLIN-RADAWIEC,1,12.3,4.1,-2.8,0.8,2.2,-4.4,68.7,13.0,22.8,11,3.1,987.3,89.8
351220495,LUBLIN-RADAWIEC,2,8.9,3.1,-11.1,-1.9,0.5,-16.1,37.3,11.0,83.7,5,3.9,992.2,80.7
351220495,LUBLIN-RADAWIEC,3,18.7,8.9,-9.4,0.5,4.3,-15.1,36.5,10.9,128.8,11,3.4,981.4,75.0
351220495,LUBLIN-RADAWIEC,4,21.2,12.8,-4.3,3.8,8.1,-5.9,62.5,16.1,171.3,13,2.9,986.5,74.4
351220495,LUBLIN-RADAWIEC,5,24.0,18.0,-0.3,6.7,12.7,-3.3,71.6,24.1,298.6,7,2.3,992.5,65.7
351220495,LUBLIN-RADAWIEC,6,27.8,22.7,3.4,11.9,17.2,1.5,38.4,15.1,269.4,13,0.0,988.1,72.1
351220495,LUBLIN-RADAWIEC,7,32.5,25.3,9.6,13.9,19.5,8.2,87.7,32.3,278.5,11,0.0,984.8,71.1
351220495,LUBLIN-RADAWIEC,8,32.7,26.3,10.0,15.5,20.3,8.0,68.6,15.9,254.3,17,2.0,986.0,75.1
351220495,LUBLIN-RADAWIEC,9,28.9,23.6,8.4,12.2,17.5,5.8,33.2,21.3,253.0,9,1.9,991.9,77.9
351220495,LUBLIN-RADAWIEC,10,22.8,15.4,-1.8,7.2,10.9,-5.5,73.9,30.1,127.2,19,2.8,983.7,84.9
351220495,LUBLIN-RADAWIEC,11,14.0,6.1,-11.4,0.7,3.3,-17.1,51.2,14.0,59.4,9,3.3,977.9,87.1
351220495,LUBLIN-RADAWIEC,12,10.2,2.8,-14.1,-1.7,0.8,-22.7,43.6,10.0,22.2,10,3.8,982.9,89.8
351230497,W�ODAWA,1,14.3,4.1,-2.2,0.7,2.2,-3.4,75.9,12.6,24.3,12,4.2,994.7,91.1
351230497,W�ODAWA,2,8.1,3.4,-10.0,-1.6,0.7,-12.8,39.9,11.9,85.0,4,5.0,998.9,81.8
351230497,W�ODAWA,3,18.0,8.9,-7.3,0.4,4.3,-11.3,43.4,7.6,140.1,8,0.0,988.4,76.7
351230497,W�ODAWA,4,21.1,13.1,-3.4,3.8,8.3,-5.1,40.9,9.8,163.1,13,3.5,993.8,73.6
351230497,W�ODAWA,5,25.9,19.0,-0.4,6.8,13.2,-3.0,91.1,38.6,334.0,8,3.0,1000.0,62.6
351230497,W�ODAWA,6,28.1,22.6,3.7,12.0,17.2,1.2,60.7,20.2,259.6,12,2.7,995.1,74.3
351230497,W�ODAWA,7,33.3,25.8,9.6,13.9,19.8,8.1,75.7,26.7,295.8,14,3.0,991.5,70.5
351230497,W�ODAWA,8,32.4,27.1,9.0,15.3,21.0,7.6,64.4,15.0,281.6,12,2.7,993.0,73.6
351230497,W�ODAWA,9,29.5,24.4,6.3,11.4,17.5,3.7,14.0,11.5,280.9,7,2.5,999.2,76.3
351230497,W�ODAWA,10,24.7,15.7,-2.8,6.4,10.6,-5.1,53.3,18.7,135.4,18,3.8,990.6,82.7
351230497,W�ODAWA,11,15.6,6.4,-10.9,0.4,3.2,-13.6,41.7,6.5,67.9,7,4.2,985.0,85.5
351230497,W�ODAWA,12,10.2,2.9,-14.1,-1.5,0.8,-19.9,48.4,10.5,23.7,9,0.0,989.8,87.8
352140310,S�UBICE,1,17.3,6.3,-4.4,1.7,3.9,-8.0,53.3,16.6,30.2,13,3.5,1008.5,87.6
352140310,S�UBICE,2,12.5,6.8,-9.7,-0.8,2.7,-11.6,38.7,14.4,91.5,13,3.3,1017.4,82.6
352140310,S�UBICE,3,17.5,9.8,-7.2,2.1,5.6,-9.7,78.3,21.4,103.6,9,3.3,1002.9,77.9
352140310,S�UBICE,4,21.5,12.5,-3.9,3.7,7.8,-5.9,57.8,13.2,137.3,14,2.8,1010.5,76.4
352140310,S�UBICE,5,26.6,19.6,-0.4,7.4,13.6,-3.1,39.7,19.3,315.7,6,2.9,1014.5,62.3
352140310,S�UBICE,6,30.9,25.1,3.3,12.2,18.6,-0.1,72.7,30.7,269.4,9,2.3,1010.7,64.6
352140310,S�UBICE,7,35.4,26.2,8.4,14.1,20.1,5.9,38.9,9.8,274.7,11,2.8,1005.8,61.3
352140310,S�UBICE,8,32.0,24.6,10.2,15.0,19.5,8.0,97.2,19.9,209.5,16,2.5,1006.7,74.8
352140310,S�UBICE,9,30.6,25.1,4.5,12.0,18.3,1.3,7.9,3.3,277.9,5,2.3,1011.9,70.0
352140310,S�UBICE,10,27.2,15.7,-2.3,8.4,11.7,-5.1,93.6,17.4,97.7,26,2.8,1004.3,81.4
352140310,S�UBICE,11,14.7,8.8,-5.1,2.9,5.5,-12.0,63.8,14.7,65.7,18,3.3,998.8,83.2
352140310,S�UBICE,12,11.7,5.7,-11.2,1.3,3.5,-14.6,79.3,12.3,31.3,16,3.6,1004.5,85.9
352150300,GORZ�W WIELKOPOLSKI,1,16.6,5.8,-3.1,1.6,3.5,-4.8,55.2,16.3,25.1,13,3.0,1005.7,87.6
352150300,GORZ�W WIELKOPOLSKI,2,11.1,6.2,-7.3,-0.2,2.5,-9.8,43.2,11.4,81.4,7,3.2,1014.3,80.5
352150300,GORZ�W WIELKOPOLSKI,3,16.4,9.2,-5.3,1.7,4.9,-7.3,77.9,19.3,87.6,10,2.9,1000.1,78.3
352150300,GORZ�W WIELKOPOLSKI,4,21.1,12.6,-2.9,4.5,8.1,-3.9,48.0,14.1,0.0,15,2.9,1008.1,71.5
352150300,GORZ�W WIELKOPOLSKI,5,26.5,19.3,1.8,8.1,13.7,-1.2,26.6,13.9,300.4,5,3.0,1012.5,58.5
352150300,GORZ�W WIELKOPOLSKI,6,30.5,24.9,4.3,13.3,18.9,2.0,43.1,23.6,260.5,10,2.4,1008.4,60.1
352150300,GORZ�W WIELKOPOLSKI,7,34.2,25.8,9.9,14.0,19.8,7.4,70.4,44.4,240.5,15,2.7,1003.3,60.5
352150300,GORZ�W WIELKOPOLSKI,8,31.9,24.2,9.5,15.2,19.2,7.6,120.8,38.3,177.0,18,2.4,1004.2,75.2
352150300,GORZ�W WIELKOPOLSKI,9,30.0,24.5,7.4,12.8,18.4,4.0,8.2,4.8,263.9,5,2.0,1009.7,72.4
352150300,GORZ�W WIELKOPOLSKI,10,26.5,14.8,-1.2,7.8,11.0,-3.5,86.1,9.9,70.4,25,2.5,1001.7,86.3
352150300,GORZ�W WIELKOPOLSKI,11,14.0,8.1,-5.8,2.6,4.9,-15.5,61.1,9.7,56.6,17,2.7,996.0,88.9
352150300,GORZ�W WIELKOPOLSKI,12,10.6,4.9,-10.9,0.8,2.8,-16.3,89.6,16.7,24.7,12,3.2,1001.6,90.2
352160330,POZNA�-�AWICA,1,15.8,5.4,-5.5,1.5,3.4,-7.9,53.3,11.2,27.3,11,3.8,1004.4,89.1
352160330,POZNA�-�AWICA,2,11.3,5.8,-8.4,-0.8,2.2,-10.9,40.1,10.1,82.2,9,4.5,1012.2,82.1
352160330,POZNA�-�AWICA,3,17.5,9.4,-7.5,1.2,4.8,-10.3,51.4,10.8,89.9,10,4.0,998.7,79.2
352160330,POZNA�-�AWICA,4,21.8,13.2,-4.0,4.0,8.4,-8.0,36.8,7.7,148.8,14,3.7,1006.0,72.2
352160330,POZNA�-�AWICA,5,25.8,19.4,1.4,7.6,13.8,-2.2,29.5,14.1,308.2,6,3.9,1010.7,58.9
