Kod_stacji,Nazwa_stacji,Rok,Miesiac,Srednia_miesieczna_temperatura,Status_pomiaru_TEMP,Srednia_miesieczna_wilgotnosc_wzgledna,Status_pomiaru_WLGS,Srednia_miesieczna_predkosc_wiatru,Status_pomiaru_FWS,Srednie_miesieczne_zachmurzenie_ogolne,Status_pomiaru_NOS
"251230120,""BEZEK"",""2014"",""05"",14.1,"""",.0,""8"",.0,""8"",5.1,"""""
"251230120,""BEZEK"",""2014"",""06"",16.3,"""",.0,""8"",.0,""8"",4.7,"""""
"251230120,""BEZEK"",""2014"",""07"",20.8,"""",.0,""8"",.0,""8"",4.3,"""""
"251230120,""BEZEK"",""2014"",""08"",18.7,"""",.0,""8"",.0,""8"",5.4,"""""
"251230120,""BEZEK"",""2014"",""09"",14.3,"""",.0,""8"",.0,""8"",4.8,"""""
"251230120,""BEZEK"",""2014"",""10"",9.2,"""",.0,""8"",.0,""8"",3.7,"""""
"251230120,""BEZEK"",""2014"",""11"",4.1,"""",.0,""8"",.0,""8"",6.6,"""""
"251230120,""BEZEK"",""2014"",""12"",-.2,"""",.0,""8"",.0,""8"",7.2,"""""
"252150050,""KRZY¯"",""2014"",""01"",-1.4,"""",89.3,"""",2.6,"""",5.3,"""""
"252150050,""KRZY¯"",""2014"",""02"",2.8,"""",87.0,"""",.0,""8"",4.4,"""""
"252150050,""KRZY¯"",""2014"",""03"",6.3,"""",81.7,"""",.0,""8"",4.5,"""""
"252150050,""KRZY¯"",""2014"",""04"",10.6,"""",78.4,"""",.0,""8"",4.7,"""""
"252150050,""KRZY¯"",""2014"",""05"",13.7,"""",75.9,"""",.0,""8"",4.5,"""""
"252150050,""KRZY¯"",""2014"",""06"",16.3,"""",73.8,"""",.0,""8"",4.0,"""""
"252150050,""KRZY¯"",""2014"",""07"",21.8,"""",65.8,"""",2.3,"""",2.6,"""""
"252150050,""KRZY¯"",""2014"",""08"",17.4,"""",76.5,"""",.0,""8"",3.6,"""""
"252150050,""KRZY¯"",""2014"",""09"",14.9,"""",84.8,"""",1.8,"""",4.1,"""""
"252150050,""KRZY¯"",""2014"",""10"",10.8,"""",90.6,"""",1.5,"""",4.9,"""""
"252150050,""KRZY¯"",""2014"",""11"",5.8,"""",92.8,"""",2.0,"""",5.2,"""""
"252150050,""KRZY¯"",""2014"",""12"",1.9,"""",91.4,"""",2.4,"""",5.5,"""""
"252150120,""GORZYÑ"",""2014"",""01"",-.7,"""",.0,""8"",3.9,"""",6.7,"""""
"252150120,""GORZYÑ"",""2014"",""02"",3.7,"""",.0,""8"",1.8,"""",4.8,"""""
"252150120,""GORZYÑ"",""2014"",""03"",6.5,"""",.0,""8"",.0,""8"",4.0,"""""
"252150120,""GORZYÑ"",""2014"",""04"",10.7,"""",.0,""8"",1.8,"""",4.8,"""""
"252150120,""GORZYÑ"",""2014"",""05"",13.8,"""",.0,""8"",2.0,"""",4.7,"""""
"252150120,""GORZYÑ"",""2014"",""06"",16.9,"""",.0,""8"",1.6,"""",4.3,"""""
"252150120,""GORZYÑ"",""2014"",""07"",21.8,"""",.0,""8"",1.7,"""",3.6,"""""
"252150120,""GORZYÑ"",""2014"",""08"",17.7,"""",.0,""8"",1.9,"""",4.7,"""""
"252150120,""GORZYÑ"",""2014"",""09"",15.2,"""",.0,""8"",1.2,"""",4.8,"""""
"252150120,""GORZYÑ"",""2014"",""10"",10.9,"""",.0,""8"",1.1,"""",6.0,"""""
"252150120,""GORZYÑ"",""2014"",""11"",6.1,"""",.0,""8"",2.7,"""",6.9,"""""
"252150120,""GORZYÑ"",""2014"",""12"",2.2,"""",.0,""8"",2.8,"""",7.0,"""""
"252150180,""LUBINICKO-ŒWIEBODZIN"",""2014"",""01"",-.5,"""",.0,""8"",2.4,"""",6.9,"""""
"252150180,""LUBINICKO-ŒWIEBODZIN"",""2014"",""02"",3.8,"""",.0,""8"",.0,""8"",4.7,"""""
"252150180,""LUBINICKO-ŒWIEBODZIN"",""2014"",""03"",6.7,"""",.0,""8"",.0,""8"",4.9,"""""
"252150180,""LUBINICKO-ŒWIEBODZIN"",""2014"",""04"",10.8,"""",.0,""8"",.0,""8"",5.0,"""""
"252150180,""LUBINICKO-ŒWIEBODZIN"",""2014"",""05"",13.7,"""",.0,""8"",.0,""8"",5.4,"""""
"252150180,""LUBINICKO-ŒWIEBODZIN"",""2014"",""06"",17.0,"""",.0,""8"",1.9,"""",5.3,"""""
"252150270,""BABIMOST"",""2014"",""01"",-.8,"""",89.2,"""",3.5,"""",6.6,"""""
"252150270,""BABIMOST"",""2014"",""02"",2.4,"""",86.1,"""",2.3,"""",4.8,"""""
"252150270,""BABIMOST"",""2014"",""03"",5.7,"""",80.3,"""",2.8,"""",4.8,"""""
"252150270,""BABIMOST"",""2014"",""04"",10.4,"""",77.3,"""",2.7,"""",5.3,"""""
"252150270,""BABIMOST"",""2014"",""05"",13.6,"""",72.2,"""",3.1,"""",5.5,"""""
"252150270,""BABIMOST"",""2014"",""06"",16.9,"""",66.8,"""",2.9,"""",5.1,"""""
"252150270,""BABIMOST"",""2014"",""07"",21.5,"""",71.7,"""",2.6,"""",4.3,"""""
"252150270,""BABIMOST"",""2014"",""08"",17.2,"""",75.6,"""",2.5,"""",5.1,"""""
"252150270,""BABIMOST"",""2014"",""09"",15.1,"""",82.2,"""",2.4,"""",5.0,"""""
"252150270,""BABIMOST"",""2014"",""10"",10.5,"""",88.4,"""",2.0,"""",5.3,"""""
"252150270,""BABIMOST"",""2014"",""11"",5.7,"""",91.2,"""",2.7,"""",6.5,"""""
"252150270,""BABIMOST"",""2014"",""12"",2.2,"""",87.0,"""",4.7,"""",6.9,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""01"",-1.4,"""",.0,""8"",4.5,"""",6.3,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""02"",3.1,"""",.0,""8"",3.2,"""",4.3,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""03"",6.1,"""",.0,""8"",3.3,"""",4.9,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""04"",10.3,"""",.0,""8"",.0,""8"",5.8,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""05"",13.4,"""",.0,""8"",.0,""8"",5.4,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""06"",16.2,"""",.0,""8"",.0,""8"",5.0,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""07"",21.5,"""",.0,""8"",3.0,"""",4.6,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""08"",17.5,"""",.0,""8"",2.7,"""",5.5,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""09"",14.9,"""",.0,""8"",.0,""8"",4.3,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""10"",10.5,"""",.0,""8"",.0,""8"",5.5,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""11"",5.5,"""",.0,""8"",.0,""8"",6.8,"""""
"252160110,""SZAMOTU£Y-BABORÓWKO"",""2014"",""12"",1.6,"""",.0,""8"",3.8,"""",7.3,"""""
"252160160,""PAPROÆ"",""2014"",""01"",-.8,"""",86.9,"""",3.5,"""",5.9,"""""
"252160160,""PAPROÆ"",""2014"",""02"",3.4,"""",80.5,"""",2.4,"""",3.8,"""""
"252160160,""PAPROÆ"",""2014"",""03"",6.1,"""",78.5,"""",2.7,"""",4.5,"""""
"252160160,""PAPROÆ"",""2014"",""04"",10.3,"""",76.3,"""",2.5,"""",5.1,"""""
"252160160,""PAPROÆ"",""2014"",""05"",13.7,"""",74.4,"""",2.9,"""",5.0,"""""
"252160160,""PAPROÆ"",""2014"",""06"",16.3,"""",72.9,"""",2.3,"""",4.5,"""""
"252160160,""PAPROÆ"",""2014"",""07"",21.5,"""",76.4,"""",2.3,"""",3.6,"""""
"252160160,""PAPROÆ"",""2014"",""08"",17.1,"""",78.0,"""",2.1,"""",5.3,"""""
"252160160,""PAPROÆ"",""2014"",""09"",15.0,"""",83.7,"""",2.2,"""",4.3,"""""
"252160160,""PAPROÆ"",""2014"",""10"",10.6,"""",89.0,"""",1.9,"""",5.1,"""""
"252160160,""PAPROÆ"",""2014"",""11"",5.9,"""",91.2,"""",2.6,"""",6.4,"""""
"252160160,""PAPROÆ"",""2014"",""12"",2.1,"""",87.4,"""",.0,""8"",6.6,"""""
"252160230,""WIELICHOWO"",""2014"",""01"",-.7,"""",.0,""8"",.0,""8"",6.3,"""""
"252160230,""WIELICHOWO"",""2014"",""02"",3.2,"""",.0,""8"",.0,""8"",4.0,"""""
"252160230,""WIELICHOWO"",""2014"",""03"",6.2,"""",.0,""8"",.0,""8"",4.1,"""""
"252160230,""WIELICHOWO"",""2014"",""04"",10.3,"""",.0,""8"",.0,""8"",4.7,"""""
"252160230,""WIELICHOWO"",""2014"",""05"",13.3,"""",.0,""8"",.0,""8"",4.5,"""""
"252160230,""WIELICHOWO"",""2014"",""06"",16.3,"""",.0,""8"",.0,""8"",3.9,"""""
"252160230,""WIELICHOWO"",""2014"",""07"",21.5,"""",.0,""8"",.0,""8"",3.5,"""""
"252160230,""WIELICHOWO"",""2014"",""08"",17.1,"""",.0,""8"",.0,""8"",4.2,"""""
"252160230,""WIELICHOWO"",""2014"",""09"",14.9,"""",.0,""8"",.0,""8"",4.0,"""""
"252160230,""WIELICHOWO"",""2014"",""10"",10.2,"""",.0,""8"",.0,""8"",4.6,"""""
"252160230,""WIELICHOWO"",""2014"",""11"",5.8,"""",.0,""8"",.0,""8"",6.4,"""""
"252160230,""WIELICHOWO"",""2014"",""12"",2.0,"""",.0,""8"",.0,""8"",6.8,"""""
"252170110,""GNIEZNO"",""2014"",""01"",-2.0,"""",.0,""8"",.0,""8"",5.8,"""""
"252170110,""GNIEZNO"",""2014"",""02"",3.2,"""",.0,""8"",.0,""8"",3.3,"""""
"252170110,""GNIEZNO"",""2014"",""03"",6.2,"""",.0,""8"",.0,""8"",4.0,"""""
"252170110,""GNIEZNO"",""2014"",""04"",9.8,"""",.0,""8"",.0,""8"",3.6,"""""
"252170110,""GNIEZNO"",""2014"",""05"",12.5,"""",.0,""8"",.0,""8"",3.7,"""""
"252170110,""GNIEZNO"",""2014"",""06"",15.5,"""",.0,""8"",.0,""8"",4.2,"""""
"252170110,""GNIEZNO"",""2014"",""07"",21.0,"""",.0,""8"",.0,""8"",2.8,"""""
"252170110,""GNIEZNO"",""2014"",""08"",17.1,"""",.0,""8"",.0,""8"",3.5,"""""
"252170110,""GNIEZNO"",""2014"",""09"",14.6,"""",.0,""8"",.0,""8"",2.4,"""""
"252170110,""GNIEZNO"",""2014"",""10"",10.3,"""",.0,""8"",.0,""8"",4.3,"""""
"252170110,""GNIEZNO"",""2014"",""11"",5.2,"""",.0,""8"",.0,""8"",6.4,"""""
"252170110,""GNIEZNO"",""2014"",""12"",1.2,"""",.0,""8"",.0,""8"",6.5,"""""
"252170190,""S£UPCA"",""2014"",""01"",-1.5,"""",.0,""8"",.0,""8"",3.8,"""""
"252170190,""S£UPCA"",""2014"",""02"",3.1,"""",.0,""8"",.0,""8"",2.0,"""""
"252170190,""S£UPCA"",""2014"",""03"",6.2,"""",.0,""8"",.0,""8"",2.3,"""""
"252170190,""S£UPCA"",""2014"",""04"",10.2,"""",.0,""8"",.0,""8"",2.1,"""""
"252170190,""S£UPCA"",""2014"",""05"",13.4,"""",.0,""8"",.0,""8"",2.6,"""""
"252170190,""S£UPCA"",""2014"",""06"",16.4,"""",.0,""8"",.0,""8"",1.4,"""""
"252170190,""S£UPCA"",""2014"",""07"",21.8,"""",.0,""8"",.0,""8"",1.1,"""""
"252170190,""S£UPCA"",""2014"",""08"",17.6,"""",.0,""8"",.0,""8"",1.5,"""""
"252170190,""S£UPCA"",""2014"",""09"",14.7,"""",.0,""8"",.0,""8"",1.5,"""""
"252170190,""S£UPCA"",""2014"",""10"",9.9,"""",.0,""8"",.0,""8"",2.6,"""""
"252170190,""S£UPCA"",""2014"",""11"",5.2,"""",.0,""8"",.0,""8"",4.2,"""""
"252170190,""S£UPCA"",""2014"",""12"",1.5,"""",.0,""8"",.0,""8"",4.4,"""""
"252170210,""KÓRNIK"",""2014"",""01"",-1.0,"""",81.9,"""",.0,""8"",6.2,"""""
"252170210,""KÓRNIK"",""2014"",""02"",3.2,"""",81.1,"""",.0,""8"",4.6,"""""
"252170210,""KÓRNIK"",""2014"",""03"",6.4,"""",75.4,"""",.0,""8"",4.5,"""""
"252170210,""KÓRNIK"",""2014"",""04"",10.6,"""",71.8,"""",.0,""8"",4.9,"""""
"252170210,""KÓRNIK"",""2014"",""05"",13.8,"""",67.9,"""",.0,""8"",4.7,"""""
"252170210,""KÓRNIK"",""2014"",""06"",16.7,"""",62.7,"""",.0,""8"",4.5,"""""
"252170210,""KÓRNIK"",""2014"",""07"",21.8,"""",63.1,"""",.0,""8"",4.2,"""""
"252170210,""KÓRNIK"",""2014"",""08"",17.7,"""",67.2,"""",.0,""8"",4.9,"""""
"252170210,""KÓRNIK"",""2014"",""09"",15.0,"""",72.0,"""",.0,""8"",4.7,"""""
"252170210,""KÓRNIK"",""2014"",""10"",10.4,"""",75.4,"""",.0,""8"",5.2,"""""
"252170210,""KÓRNIK"",""2014"",""11"",5.8,"""",74.6,"""",.0,""8"",6.9,"""""
"252170210,""KÓRNIK"",""2014"",""12"",2.0,"""",73.2,"""",.0,""8"",6.6,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""01"",-2.7,"""",90.8,"""",3.0,"""",5.9,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""02"",2.5,"""",89.4,"""",2.1,"""",4.5,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""03"",6.0,"""",89.0,"""",2.9,"""",4.8,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""04"",9.8,"""",86.5,"""",2.1,"""",4.3,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""05"",13.2,"""",89.0,"""",2.5,"""",4.6,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""06"",16.1,"""",87.8,"""",2.4,"""",4.8,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""07"",21.4,"""",82.5,"""",2.3,"""",4.0,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""08"",17.5,"""",87.2,"""",2.0,"""",5.1,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""09"",14.6,"""",84.9,"""",2.1,"""",4.1,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""10"",9.7,"""",89.7,"""",1.9,"""",4.9,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""11"",4.7,"""",94.4,"""",1.8,"""",6.7,"""""
"252180080,""KO£UDA WIELKA"",""2014"",""12"",1.2,"""",93.9,"""",3.1,"""",6.5,"""""
"252190030,""G£ODOWO"",""2014"",""01"",-3.0,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""02"",2.0,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""03"",5.8,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""04"",10.3,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""05"",13.9,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""06"",16.0,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""07"",21.6,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""08"",17.1,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""09"",14.1,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""10"",9.0,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""11"",4.3,"""",.0,""8"",.0,""8"",.0,""8"""
"252190030,""G£ODOWO"",""2014"",""12"",.3,"""",.0,""8"",.0,""8"",.0,""8"""
"252200060,""POŒWIÊTNE"",""2014"",""01"",-3.7,"""",.0,""8"",.0,""8"",6.5,"""""
"252200060,""POŒWIÊTNE"",""2014"",""02"",.6,"""",.0,""8"",.0,""8"",4.8,"""""
"252200060,""POŒWIÊTNE"",""2014"",""03"",5.5,"""",.0,""8"",.0,""8"",4.7,"""""
"252200060,""POŒWIÊTNE"",""2014"",""04"",9.5,"""",.0,""8"",.0,""8"",4.8,"""""
"252200060,""POŒWIÊTNE"",""2014"",""05"",13.7,"""",.0,""8"",.0,""8"",5.5,"""""
"252200060,""POŒWIÊTNE"",""2014"",""06"",15.7,"""",.0,""8"",.0,""8"",5.4,"""""
"252200060,""POŒWIÊTNE"",""2014"",""07"",21.0,"""",.0,""8"",.0,""8"",4.9,"""""
"252200060,""POŒWIÊTNE"",""2014"",""08"",17.7,"""",.0,""8"",.0,""8"",5.9,"""""
"252200060,""POŒWIÊTNE"",""2014"",""09"",14.0,"""",.0,""8"",.0,""8"",4.4,"""""
"252200060,""POŒWIÊTNE"",""2014"",""10"",8.5,"""",.0,""8"",.0,""8"",4.4,"""""
"252200060,""POŒWIÊTNE"",""2014"",""11"",4.3,"""",.0,""8"",.0,""8"",6.5,"""""
"252200060,""POŒWIÊTNE"",""2014"",""12"",.4,"""",.0,""8"",.0,""8"",6.8,"""""
"252200120,""LEGIONOWO"",""2014"",""01"",-3.0,"""",84.0,"""",4.0,"""",6.2,"""""
"252200120,""LEGIONOWO"",""2014"",""02"",1.3,"""",82.2,"""",2.5,"""",4.4,"""""
"252200120,""LEGIONOWO"",""2014"",""03"",6.3,"""",73.2,"""",3.4,"""",4.8,"""""
"252200120,""LEGIONOWO"",""2014"",""04"",10.2,"""",69.1,"""",2.9,"""",5.2,"""""
"252200120,""LEGIONOWO"",""2014"",""05"",14.3,"""",69.7,"""",3.3,"""",5.2,"""""
"252200120,""LEGIONOWO"",""2014"",""06"",16.4,"""",69.4,"""",3.1,"""",5.0,"""""
"252200120,""LEGIONOWO"",""2014"",""07"",21.3,"""",66.6,"""",2.9,"""",4.4,"""""
"252200120,""LEGIONOWO"",""2014"",""08"",18.1,"""",73.9,"""",2.8,"""",5.5,"""""
"252200120,""LEGIONOWO"",""2014"",""09"",14.1,"""",77.0,"""",2.7,"""",4.4,"""""
"252200120,""LEGIONOWO"",""2014"",""10"",8.8,"""",82.3,"""",2.8,"""",4.6,"""""
"252200120,""LEGIONOWO"",""2014"",""11"",4.5,"""",89.3,"""",2.5,"""",6.9,"""""
"252200120,""LEGIONOWO"",""2014"",""12"",.6,"""",87.1,"""",3.4,"""",7.1,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""01"",-2.6,"""",86.7,"""",3.2,"""",7.4,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""02"",2.2,"""",82.2,"""",2.1,"""",6.6,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""03"",7.1,"""",73.6,"""",2.3,"""",5.6,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""04"",10.9,"""",67.4,"""",2.0,"""",6.1,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""05"",14.7,"""",70.6,"""",2.2,"""",6.0,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""06"",16.6,"""",69.4,"""",2.0,"""",6.2,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""07"",21.5,"""",68.2,"""",2.2,"""",5.7,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""08"",18.8,"""",70.5,"""",1.7,"""",6.5,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""09"",15.1,"""",74.2,"""",1.7,"""",5.9,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""10"",10.0,"""",78.3,"""",1.8,"""",5.9,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""11"",5.0,"""",86.6,"""",2.5,"""",7.1,"""""
"252200150,""WARSZAWA-BIELANY"",""2014"",""12"",.8,"""",85.2,"""",2.5,"""",7.5,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""01"",-2.4,"""",.0,""8"",3.8,"""",6.8,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""02"",2.2,"""",.0,""8"",2.8,"""",4.9,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""03"",7.3,"""",.0,""8"",3.2,"""",4.8,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""04"",11.2,"""",.0,""8"",2.8,"""",4.5,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""05"",15.0,"""",.0,""8"",2.9,"""",5.0,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""06"",17.2,"""",.0,""8"",2.9,"""",4.4,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""07"",22.0,"""",.0,""8"",2.8,"""",3.7,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""08"",18.8,"""",.0,""8"",2.4,"""",5.1,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""09"",15.3,"""",.0,""8"",2.6,"""",3.8,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""10"",9.9,"""",.0,""8"",.0,""8"",4.3,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""11"",4.8,"""",.0,""8"",.0,""8"",6.9,"""""
"252200230,""WARSZAWA-FILTRY"",""2014"",""12"",.9,"""",.0,""8"",3.3,"""",7.4,"""""
"252200240,""WARSZAWA-BABICE"",""2014"",""01"",-2.5,"""",.0,""8"",4.2,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""02"",2.1,"""",.0,""8"",3.0,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""03"",6.6,"""",.0,""8"",3.4,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""04"",10.7,"""",.0,""8"",3.2,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""05"",14.6,"""",.0,""8"",3.3,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""06"",16.5,"""",.0,""8"",3.0,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""07"",21.8,"""",.0,""8"",3.3,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""08"",18.3,"""",.0,""8"",2.4,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""09"",14.9,"""",.0,""8"",3.1,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""10"",9.5,"""",.0,""8"",2.8,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""11"",5.0,"""",.0,""8"",3.6,"""",.0,""8"""
"252200240,""WARSZAWA-BABICE"",""2014"",""12"",.7,"""",.0,""8"",3.2,"""",.0,""8"""
"252210050,""PU£TUSK"",""2014"",""01"",-3.4,"""",87.3,"""",3.4,"""",7.2,"""""
"252210050,""PU£TUSK"",""2014"",""02"",.8,"""",86.7,"""",2.3,"""",5.6,"""""
"252210050,""PU£TUSK"",""2014"",""03"",6.1,"""",79.3,"""",2.8,"""",4.9,"""""
"252210050,""PU£TUSK"",""2014"",""04"",9.7,"""",76.5,"""",1.7,"""",6.1,"""""
"252210050,""PU£TUSK"",""2014"",""05"",14.2,"""",74.1,"""",1.8,"""",5.8,"""""
"252210050,""PU£TUSK"",""2014"",""06"",16.1,"""",79.1,"""",1.9,"""",5.3,"""""
"252210050,""PU£TUSK"",""2014"",""07"",21.3,"""",75.6,"""",1.8,"""",5.2,"""""
"252210050,""PU£TUSK"",""2014"",""08"",18.1,"""",81.0,"""",1.9,"""",6.0,"""""
"252210050,""PU£TUSK"",""2014"",""09"",13.9,"""",81.5,"""",2.0,"""",5.4,"""""
"252210050,""PU£TUSK"",""2014"",""10"",8.5,"""",86.7,"""",2.0,"""",5.8,"""""
"252210050,""PU£TUSK"",""2014"",""11"",3.9,"""",91.3,"""",2.3,"""",7.2,"""""
"252210050,""PU£TUSK"",""2014"",""12"",-.1,"""",90.5,"""",2.8,"""",8.0,"""""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""01"",-2.9,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""02"",1.4,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""03"",6.9,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""04"",10.5,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""05"",14.2,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""06"",16.2,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""07"",20.6,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""08"",18.0,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""09"",14.3,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""10"",9.0,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""11"",4.3,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2014"",""12"",.7,"""",.0,""8"",.0,""8"",.0,""8"""
"252220030,""SZEPIETOWO"",""2014"",""01"",-4.4,"""",.0,""8"",.0,""8"",6.5,"""""
"252220030,""SZEPIETOWO"",""2014"",""02"",.1,"""",.0,""8"",.0,""8"",6.2,"""""
"252220030,""SZEPIETOWO"",""2014"",""03"",5.3,"""",.0,""8"",.0,""8"",5.6,"""""
"252220030,""SZEPIETOWO"",""2014"",""04"",9.4,"""",.0,""8"",.0,""8"",5.0,"""""
"252220030,""SZEPIETOWO"",""2014"",""05"",13.5,"""",.0,""8"",.0,""8"",5.5,"""""
"252220030,""SZEPIETOWO"",""2014"",""06"",15.2,"""",.0,""8"",.0,""8"",5.4,"""""
"252220030,""SZEPIETOWO"",""2014"",""07"",20.3,"""",.0,""8"",.0,""8"",4.1,"""""
"252220030,""SZEPIETOWO"",""2014"",""08"",18.0,"""",.0,""8"",.0,""8"",5.4,"""""
"252220030,""SZEPIETOWO"",""2014"",""09"",13.6,"""",.0,""8"",.0,""8"",4.9,"""""
"252220030,""SZEPIETOWO"",""2014"",""10"",8.0,"""",.0,""8"",.0,""8"",5.1,"""""
"252220030,""SZEPIETOWO"",""2014"",""11"",2.7,"""",.0,""8"",.0,""8"",7.1,"""""
"252220030,""SZEPIETOWO"",""2014"",""12"",-1.0,"""",.0,""8"",.0,""8"",7.3,"""""
"252230120,""BIA£OWIE¯A"",""2014"",""01"",-4.8,"""",84.2,"""",3.2,"""",7.0,"""""
"252230120,""BIA£OWIE¯A"",""2014"",""02"",.0,"""",88.2,"""",2.0,"""",6.2,"""""
"252230120,""BIA£OWIE¯A"",""2014"",""03"",5.1,"""",80.3,"""",2.5,"""",5.3,"""""
"252230120,""BIA£OWIE¯A"",""2014"",""04"",8.9,"""",76.2,"""",2.0,"""",5.0,"""""
"252230120,""BIA£OWIE¯A"",""2014"",""05"",13.4,"""",77.6,"""",1.9,"""",5.6,"""""
"252230120,""BIA£OWIE¯A"",""2014"",""06"",15.3,"""",76.7,"""",2.2,"""",5.4,"""""
